source_row,fiscal_year,quarter,project_type,service_group,project_name,target_participants,applicants,actual_participants,passed,revenue,expense,reported_profit,satisfaction,unit
1313,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น จำนวน 3 รายการ,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,ศูนย์การแปล
1314,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก Wet wipes 80 sheet,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,ศูนย์การแปล
1315,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรองผลการศึกษา,0.0,0.0,0.0,0.0,7460.0,0.0,0.0,0.0,ศูนย์การแปล
1316,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,CHE100.189.814,0.0,0.0,0.0,0.0,3380.0,0.0,0.0,0.0,ศูนย์การแปล
1317,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก fly catcher (เพิ่มเติม),0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,ศูนย์การแปล
1318,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรองการศึกษา,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,ศูนย์การแปล
1319,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี จำนวน 6 รายการ,0.0,0.0,0.0,0.0,5590.0,0.0,0.0,0.0,ศูนย์การแปล
1320,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร GC (เพิ่มเติม),0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,ศูนย์การแปล
1321,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ระเบียนแสดงผลการศึกษา และหนังสือรับรอง,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,ศูนย์การแปล
1322,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ข้อความภาษาเยอรมัน,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,ศูนย์การแปล
1323,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,แบบสอบถามเกี่ยวกับข้อเข่า จำนวน 2 ฉบับ,0.0,0.0,0.0,0.0,2480.0,0.0,0.0,0.0,ศูนย์การแปล
1324,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้า Milkis จำนวน 5 รายการ,0.0,0.0,0.0,0.0,4620.0,0.0,0.0,0.0,ศูนย์การแปล
1325,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,AKIYAMA SEIKA_Article 52,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1326,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,หนังสือรับรอง,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,ศูนย์การแปล
1327,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากบรรจุภัณฑ์ Imprintu Balm Fixer,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1328,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น HAKUZO PLASTIC APRON,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,ศูนย์การแปล
1329,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Realcon Flow Chart,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1330,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,แบบสอบถาม,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,ศูนย์การแปล
1331,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,หนังสือรับรอง (เพิ่มเติม),0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,ศูนย์การแปล
1332,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,RIBON_Article 52,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,ศูนย์การแปล
1333,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,แบบสอบถาม LD-SRS,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,ศูนย์การแปล
1334,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก DAISO Liquid Washtub Cleaner,0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,ศูนย์การแปล
1335,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากบรรจุภัณฑ์ DR.BELMEUR CLARIFYING SPOT CARE AMPOULE,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1336,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากบรรจุภัณฑ์ BEYOND Angel Aqua Cica Calming Ampoule,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1337,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาเกาหลี GUDCARE,0.0,0.0,0.0,0.0,5890.0,0.0,0.0,0.0,ศูนย์การแปล
1338,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,หนังสือแจ้งผลการตีความพิกัดอัตราศุลกากรล่วงหน้า (โซจู 4 ชุด),0.0,0.0,0.0,0.0,4860.0,0.0,0.0,0.0,ศูนย์การแปล
1339,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ Mitsuei Toilet Cleaner,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,ศูนย์การแปล
1340,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาโปรตุเกส,0.0,0.0,0.0,0.0,4920.0,0.0,0.0,0.0,ศูนย์การแปล
1341,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาโปรตุเกส,0.0,0.0,0.0,0.0,6460.0,0.0,0.0,0.0,ศูนย์การแปล
1342,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารกำกับเครื่องมือแพทย์ (IFU),0.0,0.0,0.0,0.0,9100.0,0.0,0.0,0.0,ศูนย์การแปล
1343,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น Disposable Wet Towel,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,ศูนย์การแปล
1344,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สคริปต์รายการ : Bangkok Trip – ลัดเลาะมองกรุง ตอนที่1 : เมืองเก่า เล่าใหม่ ไกด์เด็กไทย ย่านบางลำพู,0.0,0.0,0.0,0.0,4040.0,0.0,0.0,0.0,ศูนย์การแปล
1345,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ข้อตกลงการประมวลผลข้อมูลส่วนบุคคล,0.0,0.0,0.0,0.0,5580.0,0.0,0.0,0.0,ศูนย์การแปล
1346,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรองมาตรฐาน (แปรงสีฟันไฟฟ้าถ่าน),0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,ศูนย์การแปล
1347,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,กล่องผลิตภัณฑ์ หยกเทพ และบู๊ลิ้ม,0.0,0.0,0.0,0.0,1270.0,0.0,0.0,0.0,ศูนย์การแปล
1348,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น จำนวน 2 รายการ,0.0,0.0,0.0,0.0,2260.0,0.0,0.0,0.0,ศูนย์การแปล
1349,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Label Cosmetics,0.0,0.0,0.0,0.0,2390.0,0.0,0.0,0.0,ศูนย์การแปล
1350,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบคำขอเปลี่ยนแปลงรายการในทะเบียนตำรับยา (แบบ ย.5) จำนวน 2 ฉบับ,0.0,0.0,0.0,0.0,2590.0,0.0,0.0,0.0,ศูนย์การแปล
1351,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,41 BOTTLE FILLED WITH LIQUID,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,ศูนย์การแปล
1352,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Product H-OC,0.0,0.0,0.0,0.0,8880.0,0.0,0.0,0.0,ศูนย์การแปล
1353,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก Pollen glasses boston for adults -clear,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,ศูนย์การแปล
1354,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,ศูนย์การแปล
1355,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้า COGIT HADA METHOD RETINOL CREAM,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,ศูนย์การแปล
1356,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรองมาตรฐาน (แปรงสีฟันไฟฟ้าแบบชาร์จ),0.0,0.0,0.0,0.0,10180.0,0.0,0.0,0.0,ศูนย์การแปล
1357,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Label Cosmetics (FIT Foundation),0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,ศูนย์การแปล
1358,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สคริปต์รายการ : Bangkok Trip – ลัดเลาะมองกรุง ตอนที่2 : ย่านจีน ถิ่นบางกอก,0.0,0.0,0.0,0.0,4370.0,0.0,0.0,0.0,ศูนย์การแปล
1359,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารงาน GC (Script),0.0,0.0,0.0,0.0,6660.0,0.0,0.0,0.0,ศูนย์การแปล
1360,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,บทบรรยาย VTR และข้อความประกอบภาพนิทรรศการในห้องพิพิธภัณฑ์ท่าอากาศยานสุวรรณภูมิ,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,ศูนย์การแปล
1361,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาสเปน,0.0,0.0,0.0,0.0,5910.0,0.0,0.0,0.0,ศูนย์การแปล
1362,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี  จำนวน 3 รายการ,0.0,0.0,0.0,0.0,2845.0,0.0,0.0,0.0,ศูนย์การแปล
1363,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาโปรตุเกส  Gentavet_40,0.0,0.0,0.0,0.0,4260.0,0.0,0.0,0.0,ศูนย์การแปล
1364,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ขั้นตอนการเข้ารับบริการสถานพยาบาลในสังกัดมหาวิทยาลัยมหิดล,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,ศูนย์การแปล
1365,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Back translation  แบบสอบถาม,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1366,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Product S-OC,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,ศูนย์การแปล
1367,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,บทความภาษาญี่ปุ่น,0.0,0.0,0.0,0.0,5800.0,0.0,0.0,0.0,ศูนย์การแปล
1368,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,Test Report (CTB210630014Q),0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,ศูนย์การแปล
1369,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก MINT WAX DENTAL และ TAPING TAPE,0.0,0.0,0.0,0.0,3030.0,0.0,0.0,0.0,ศูนย์การแปล
1370,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สคริปต์รายการ : Bangkok Trip – ลัดเลาะมองกรุง ตอนที่ 3 : ย่านตลาดเก่าหัวตะเข้  วิถีสโลว์ไลฟ์ ใช้ชีวิตอย่างศิลปิน,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,ศูนย์การแปล
1371,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,กล่องผลิตภัณฑ์ Dr.Bio Sensitive Repair Multi Oil,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1372,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาสเปน,0.0,0.0,0.0,0.0,9100.0,0.0,0.0,0.0,ศูนย์การแปล
1373,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี จำนวน 3 รายการ,0.0,0.0,0.0,0.0,3010.0,0.0,0.0,0.0,ศูนย์การแปล
1374,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น Hakuzo Cure Care Sheet,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1375,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก SEASONING FOR AJILLO (MUJI BRAND),0.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,ศูนย์การแปล
1376,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี ATOPALM SOOTHING GEL LOTION,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,ศูนย์การแปล
1377,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ยาน้ำทาแผล ตรา ศุภรินทร์,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1378,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,JUDYDOLL IRON MASCARA,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1379,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น iroha INTIMATE WASH,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1380,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,LOA แก้ไข แปรงสีฟันไฟฟ้า Morii ชาร์จ,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,ศูนย์การแปล
1381,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี  Dr.summi care: DUAL HYALURONIC ACID ESSENCE,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1382,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เครื่องหมายการค้าและฉลากผลิตภัณฑ์ญี่ปุ่น iroha และ TENGA,0.0,0.0,0.0,0.0,3320.0,0.0,0.0,0.0,ศูนย์การแปล
1383,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สคริปต์รายการ : Bangkok Trip – ลัดเลาะมองกรุง ตอนที่ 4 : ย่านสร้างสรรค์ถนนสายไม้กับคนรุ่นใหม่,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,ศูนย์การแปล
1384,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ Amicalch จำนวน 28 รายการ,0.0,0.0,0.0,0.0,13400.0,0.0,0.0,0.0,ศูนย์การแปล
1385,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,บรรจุภัณฑ์อาหาร 47 รายการ,0.0,0.0,0.0,0.0,22425.0,0.0,0.0,0.0,ศูนย์การแปล
1386,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,หนังสือรับรอง ISO,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,0.0,ศูนย์การแปล
1387,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น  ELEBAN จำนวน 5 รายการ,0.0,0.0,0.0,0.0,5720.0,0.0,0.0,0.0,ศูนย์การแปล
1388,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ญี่ปุ่น IROH AINTIMATE WASH FRESH,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,ศูนย์การแปล
1389,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สติ๊กเกอร์น้ำดื่ม PULMUONE NATURAL MINERAL WATER,0.0,0.0,0.0,0.0,1710.0,0.0,0.0,0.0,ศูนย์การแปล
1390,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ประกาศมหาวิทยาลัยมหิดล จำนวน 2 ฉบับ,0.0,0.0,0.0,0.0,23100.0,0.0,0.0,0.0,ศูนย์การแปล
1391,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ประกาศมหาวิทยาลัยมหิดล จำนวน 1 ฉบับ,0.0,0.0,0.0,0.0,1980.0,0.0,0.0,0.0,ศูนย์การแปล
1392,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,กล่องผลิตภัณฑ์ plu PERFUMED SPA BODY LOTION FLEUR SOAP,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1393,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,บรรจุภัณฑ์อาหาร 2 รายการ,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,ศูนย์การแปล
1394,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี Desembre จำนวน 4 รายการ,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,ศูนย์การแปล
1395,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก COSMAX,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,ศูนย์การแปล
1396,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,กล่องผลิตภัณฑ์ JUDYDOLL จำนวน 16 รายการ,0.0,0.0,0.0,0.0,20900.0,0.0,0.0,0.0,ศูนย์การแปล
1397,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก Lasting Gloss Lip 401,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,ศูนย์การแปล
1398,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก Black Pepper Rice Crackers,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1399,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ระเบียนแสดงผลการศึกษา และใบจบการศึกษา,0.0,0.0,0.0,0.0,1850.0,0.0,0.0,0.0,ศูนย์การแปล
1400,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ IROHA VIO TREATMENT LOTION และ IROHA VIO TREATMENT MILK,0.0,0.0,0.0,0.0,2590.0,0.0,0.0,0.0,ศูนย์การแปล
1401,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้า matsukiyo Baby Cream,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1402,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้าอาหารเกาลัด และชา 6 รายการ,0.0,0.0,0.0,0.0,3280.0,0.0,0.0,0.0,ศูนย์การแปล
1403,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้าอาหาร จำนวน 15 รายการ,0.0,0.0,0.0,0.0,7390.0,0.0,0.0,0.0,ศูนย์การแปล
1404,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี  Water parsley calming cleanser,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1405,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,แบบสอบถาม,0.0,0.0,0.0,0.0,2060.0,0.0,0.0,0.0,ศูนย์การแปล
1406,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร TISI,0.0,0.0,0.0,0.0,7640.0,0.0,0.0,0.0,ศูนย์การแปล
1407,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,LOA แก้ไข แปรงสีฟันไฟฟ้า Morii ถ่าน,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,ศูนย์การแปล
1408,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร ISO_Keyportion,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,ศูนย์การแปล
1409,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี  Rataplan จำนวน 2 รายการ,0.0,0.0,0.0,0.0,1830.0,0.0,0.0,0.0,ศูนย์การแปล
1410,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้าอาหาร จำนวน 8 รายการ,0.0,0.0,0.0,0.0,4340.0,0.0,0.0,0.0,ศูนย์การแปล
1411,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์เกาหลี  Rataplan: Water parsley calming toner,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,ศูนย์การแปล
1412,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร ISO_NISSIN SEIKA,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,ศูนย์การแปล
1413,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,แผ่นพับสถาบันบัณฑิตพัฒนศิลป์,0.0,0.0,0.0,0.0,4020.0,0.0,0.0,0.0,ศูนย์การแปล
1414,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ชุดเครื่องมือแพทย์ 4 รายการ,0.0,0.0,0.0,0.0,5850.0,0.0,0.0,0.0,ศูนย์การแปล
1415,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สคริปต์รายการ : Bangkok Trip – ลัดเลาะมองกรุง ตอนที่ 5 : บางอ้อ แหล่งรวมวัฒนธรรมชาวสวนท้องร่อง,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,ศูนย์การแปล
1416,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลาก CHOBO CHOBO BISCUIT(MUJI BRAND),0.0,0.0,0.0,0.0,1290.0,0.0,0.0,0.0,ศูนย์การแปล
1417,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากผลิตภัณฑ์ Kaoklai Manufacturing จำนวน 4 รายการ,0.0,0.0,0.0,0.0,3980.0,0.0,0.0,0.0,ศูนย์การแปล
1418,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารทางวิจัย,0.0,0.0,0.0,0.0,2480.0,0.0,0.0,0.0,ศูนย์การแปล
1419,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้าแผ่นมาส์ก MediAnswer จำนวน 4 รายการ,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,ศูนย์การแปล
1420,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ภ.ง.ด. 90 และสัญญาเงินกู้,0.0,0.0,0.0,0.0,2810.0,0.0,0.0,0.0,ศูนย์การแปล
1421,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสารภาษาโปรตุเกส,0.0,0.0,0.0,0.0,4700.0,0.0,0.0,0.0,ศูนย์การแปล
1422,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้าชาข้าวคั่ว,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,ศูนย์การแปล
1423,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้าเกาหลี จำนวน  2 รายการ,0.0,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,ศูนย์การแปล
1424,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ประกาศมหาวิทยาลัยมหิดล เรื่อง แนวปฏิบัติการดำเนินการต่อสัตว์เพื่องานทางวิทยาศาสตร์,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,ศูนย์การแปล
1425,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร ISO ของเล่น จำนวน 5 รายการ,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,ศูนย์การแปล
1426,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,สินค้าอาหาร จำนวน 4 รายการ,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,ศูนย์การแปล
1427,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,เอกสาร ISO_IKOI,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,ศูนย์การแปล
1428,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ฉลากสินค้าเกาหลี จำนวน  7 รายการ,0.0,0.0,0.0,0.0,6890.0,0.0,0.0,0.0,ศูนย์การแปล
1429,2567,ไม่ระบุ,บริการวิชาการแบบมีรายได้,ไม่ระบุ,ใบรับรอง 2 ฉบับ,0.0,0.0,0.0,0.0,5120.0,0.0,0.0,0.0,ศูนย์การแปล
