source_row,fiscal_year,quarter,project_type,service_group,project_name,target_participants,applicants,actual_participants,passed,revenue,expense,reported_profit,satisfaction,unit
121,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,64.0,64.0,61.0,54720.0,38875.0,15845.0,4.77,ศูนย์ CAAS
122,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,62.0,62.0,55.0,48000.0,36976.0,11024.0,4.68,ศูนย์ CAAS
123,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,54.0,52800.0,38260.0,14540.0,4.56,ศูนย์ CAAS
124,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,56.0,53760.0,38968.0,14792.0,4.56,ศูนย์ CAAS
125,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,48.0,48.0,46.0,45120.0,34476.0,10644.0,4.62,ศูนย์ CAAS
126,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,57.0,57.0,49.0,45120.0,35275.0,9845.0,4.68,ศูนย์ CAAS
127,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,44.0,47040.0,35610.0,11430.0,4.62,ศูนย์ CAAS
128,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,55.0,55.0,53.0,48000.0,36788.0,11212.0,4.64,ศูนย์ CAAS
129,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,63.0,63.0,54.0,54720.0,38525.0,16195.0,4.7,ศูนย์ CAAS
130,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,36.0,36.0,26.0,34560.0,32300.0,2260.0,4.77,ศูนย์ CAAS
131,2567,4.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,58.0,58.0,52.0,56640.0,43870.0,12770.0,4.5,ศูนย์ CAAS
132,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,29.0,60000.0,41442.0,18558.0,4.78,ศูนย์ CAAS
133,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,42.0,42.0,24.0,60000.0,41638.0,18362.0,4.72,ศูนย์ CAAS
134,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,53.0,60000.0,42721.0,17279.0,4.89,ศูนย์ CAAS
135,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,52.0,60000.0,42721.0,17279.0,4.72,ศูนย์ CAAS
136,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,52.0,52.0,50.0,60000.0,42676.0,17324.0,4.73,ศูนย์ CAAS
137,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,43.0,43.0,28.0,60000.0,41745.0,18255.0,4.84,ศูนย์ CAAS
138,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,53.0,60000.0,42350.0,17650.0,4.81,ศูนย์ CAAS
139,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,52.0,60000.0,42350.0,17650.0,4.64,ศูนย์ CAAS
140,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,45.0,60000.0,41494.0,18506.0,4.7,ศูนย์ CAAS
141,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,43.0,43.0,40.0,60000.0,41584.0,18416.0,4.55,ศูนย์ CAAS
142,2566,1.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,51.0,51.0,49.0,60000.0,42215.0,17785.0,4.68,ศูนย์ CAAS
143,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,40.0,60000.0,40673.0,19327.0,4.36,ศูนย์ CAAS
144,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,39.0,60000.0,42522.0,17478.0,4.22,ศูนย์ CAAS
145,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,56.0,56.0,55.0,60000.0,43352.0,16648.0,4.34,ศูนย์ CAAS
146,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,58.0,58.0,57.0,60000.0,43646.0,16354.0,4.54,ศูนย์ CAAS
147,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,48.0,60000.0,42524.0,17476.0,4.75,ศูนย์ CAAS
148,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,45.0,45.0,33.0,60000.0,42518.0,17482.0,4.5,ศูนย์ CAAS
149,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,38.0,60000.0,42512.0,17488.0,4.48,ศูนย์ CAAS
150,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,57.0,57.0,57.0,60000.0,43165.0,16835.0,4.56,ศูนย์ CAAS
151,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,59.0,59.0,58.0,60000.0,43655.0,16345.0,4.58,ศูนย์ CAAS
152,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,47.0,60000.0,42524.0,17476.0,4.6,ศูนย์ CAAS
153,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,46.0,46.0,33.0,60000.0,42552.0,17448.0,4.49,ศูนย์ CAAS
154,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,44.0,44.0,39.0,60000.0,41985.0,18015.0,4.76,ศูนย์ CAAS
155,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,19.0,19.0,10.0,60000.0,37470.0,22530.0,4.72,ศูนย์ CAAS
156,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,35.0,35.0,16.0,60000.0,41960.0,18040.0,4.48,ศูนย์ CAAS
157,2566,2.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,53.0,53.0,29.0,60000.0,41450.0,18550.0,4.54,ศูนย์ CAAS
158,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,47.0,47.0,42.0,60000.0,39340.0,20660.0,4.61,ศูนย์ CAAS
159,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,44.0,44.0,39.0,60000.0,40880.0,19120.0,4.52,ศูนย์ CAAS
160,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,60.0,60.0,58.0,60000.0,44000.0,16000.0,4.6,ศูนย์ CAAS
161,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,63.0,63.0,63.0,60000.0,44000.0,16000.0,4.61,ศูนย์ CAAS
162,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,49.0,49.0,45.0,60000.0,41500.0,18500.0,4.51,ศูนย์ CAAS
163,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,55.0,55.0,51.0,60000.0,42000.0,18000.0,4.39,ศูนย์ CAAS
164,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,59.0,59.0,57.0,60000.0,43700.0,16300.0,4.17,ศูนย์ CAAS
165,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,62.0,62.0,61.0,60000.0,43700.0,16300.0,4.47,ศูนย์ CAAS
166,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,39.0,39.0,39.0,60000.0,39023.0,20977.0,0.0,ศูนย์ CAAS
167,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,39.0,39.0,39.0,60000.0,41083.0,18917.0,0.0,ศูนย์ CAAS
168,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,39.0,39.0,39.0,60000.0,41212.0,18788.0,0.0,ศูนย์ CAAS
169,2566,3.0,Intensive,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเข้มข้น (Intensive English Courses for Undergraduate Students),60.0,44.0,44.0,36.0,60000.0,40220.0,19780.0,4.61,ศูนย์ CAAS
